Site,Longitude,Latitude,Var1
IsleOfMay,-1.603867956,55.5123437,141.6587517
IsleOfMay,-1.595531844,55.5123437,131.6220466
IsleOfMay,-1.587195732,55.5123437,120.7434578
IsleOfMay,-1.57885962,55.5123437,108.9939992
IsleOfMay,-1.570523508,55.5123437,96.3451091
IsleOfMay,-1.562187396,55.5123437,82.76973399
IsleOfMay,-1.553851284,55.5123437,68.24317839
IsleOfMay,-1.545515172,55.5123437,52.74382917
IsleOfMay,-1.53717906,55.5123437,36.25597041
IsleOfMay,-1.528842948,55.5123437,18.77219756
IsleOfMay,-1.520506836,55.5123437,0.289786625
IsleOfMay,-1.512170724,55.5123437,-19.1926594
IsleOfMay,-1.503834612,55.5123437,-39.67480535
IsleOfMay,-1.495498499,55.5123437,-61.15316979
IsleOfMay,-1.487162387,55.5123437,-83.62044783
IsleOfMay,-1.478826275,55.5123437,-107.0647222
IsleOfMay,-1.470490163,55.5123437,-131.4648775
IsleOfMay,-1.462154051,55.5123437,-156.7846501
IsleOfMay,-1.453817939,55.5123437,-182.9857416
IsleOfMay,-1.445481827,55.5123437,-210.0295881
IsleOfMay,-1.437145715,55.5123437,-237.8777296
IsleOfMay,-1.428809603,55.5123437,-266.4923302
IsleOfMay,-1.420473491,55.5123437,-295.8348798
IsleOfMay,-1.412137379,55.5123437,-325.8663015
IsleOfMay,-1.403801267,55.5123437,-356.5476474
IsleOfMay,-1.395465155,55.5123437,-387.8399536
IsleOfMay,-1.387129043,55.5123437,-419.7034668
IsleOfMay,-1.378792931,55.5123437,-452.0968268
IsleOfMay,-1.603867956,55.52067971,145.5264232
IsleOfMay,-1.595531844,55.52067971,135.5808178
IsleOfMay,-1.587195732,55.52067971,124.7800022
IsleOfMay,-1.57885962,55.52067971,113.0962587
IsleOfMay,-1.570523508,55.52067971,100.5019789
IsleOfMay,-1.562187396,55.52067971,86.97108164
IsleOfMay,-1.553851284,55.52067971,72.48021563
IsleOfMay,-1.545515172,55.52067971,57.00998396
IsleOfMay,-1.53717906,55.52067971,40.54641334
IsleOfMay,-1.528842948,55.52067971,23.08142879
IsleOfMay,-1.520506836,55.52067971,4.611125098
IsleOfMay,-1.512170724,55.52067971,-14.86651729
IsleOfMay,-1.503834612,55.52067971,-35.35282861
IsleOfMay,-1.495498499,55.52067971,-56.84787544
IsleOfMay,-1.487162387,55.52067971,-79.34605152
IsleOfMay,-1.478826275,55.52067971,-102.8312552
IsleOfMay,-1.470490163,55.52067971,-127.2786077
IsleOfMay,-1.462154051,55.52067971,-152.6593819
IsleOfMay,-1.453817939,55.52067971,-178.9422665
IsleOfMay,-1.445481827,55.52067971,-206.0847408
IsleOfMay,-1.437145715,55.52067971,-234.0444638
IsleOfMay,-1.428809603,55.52067971,-262.7824882
IsleOfMay,-1.420473491,55.52067971,-292.2607791
IsleOfMay,-1.412137379,55.52067971,-322.4414751
IsleOfMay,-1.403801267,55.52067971,-353.2868239
IsleOfMay,-1.395465155,55.52067971,-384.7587642
IsleOfMay,-1.387129043,55.52067971,-416.8179714
IsleOfMay,-1.378792931,55.52067971,-449.4227911
IsleOfMay,-1.370456819,55.52067971,-482.5286248
IsleOfMay,-1.362120707,55.52067971,-516.0880519
IsleOfMay,-1.612204068,55.52901571,158.0624283
IsleOfMay,-1.603867956,55.52901571,149.0512227
IsleOfMay,-1.595531844,55.52901571,139.1975688
IsleOfMay,-1.587195732,55.52901571,128.4767937
IsleOfMay,-1.57885962,55.52901571,116.8615397
IsleOfMay,-1.570523508,55.52901571,104.3245849
IsleOfMay,-1.562187396,55.52901571,90.84051732
IsleOfMay,-1.553851284,55.52901571,76.3871223
IsleOfMay,-1.545515172,55.52901571,60.94658397
IsleOfMay,-1.53717906,55.52901571,44.50627579
IsleOfMay,-1.528842948,55.52901571,27.05862356
IsleOfMay,-1.520506836,55.52901571,8.599809495
IsleOfMay,-1.512170724,55.52901571,-10.87217853
IsleOfMay,-1.503834612,55.52901571,-31.35971625
IsleOfMay,-1.495498499,55.52901571,-52.86742027
IsleOfMay,-1.487162387,55.52901571,-75.39430763
